Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
136,17,A,A,Spatial,8,Pool,9/30/2023,4.1,1.065,0.262,0.573,0,0.0,0.000,1,3.1,0.819,1,0.9,0.247,0,0.0,0.000,1,1.12
157,11,A,A,Spatial,9,Pool,9/30/2023,3.7,1.240,0.338,0.940,1,1.5,0.407,0,0.0,0.000,1,0.9,0.302,1,1.2,0.531,1,0.37
158,11,A,A,Spatial,10,Pool,9/30/2023,6.3,2.202,0.352,0.377,0,0.0,0.000,0,0.0,0.000,1,4.8,1.685,1,1.4,0.517,1,1.38
159,12,A,A,Spatial,9,Pool,9/30/2023,6.4,1.484,0.233,0.687,0,0.0,0.000,1,2.8,0.779,1,3.6,0.705,0,0.0,0.000,1,0.40
160,12,A,A,Spatial,10,Pool,9/30/2023,6.2,1.218,0.195,0.578,0,0.0,0.000,0,0.0,0.000,1,2.4,0.535,1,3.8,0.683,1,1.16
161,13,A,A,Spatial,9,Pool,9/30/2023,3.3,1.229,0.371,0.785,1,0.6,0.294,2,1.7,0.675,1,0.9,0.260,0,0.0,0.000,1,0.59
162,13,A,A,Spatial,10,Pool,9/30/2023,1.5,0.396,0.259,0.974,0,0.0,0.000,0,0.0,0.000,1,1.5,0.396,0,0.0,0.000,1,0.04
163,14,A,A,Spatial,9,Pool,9/30/2023,5.9,1.602,0.271,0.678,1,0.6,0.000,0,0.0,0.000,1,1.5,0.302,1,3.8,1.299,1,1.79
164,14,A,A,Spatial,10,Pool,9/30/2023,29.0,9.430,0.326,0.126,3,7.8,2.687,2,5.3,1.591,4,10.3,3.197,4,5.6,1.956,1,12.01
165,15,A,A,Spatial,9,Pool,9/30/2023,1.6,0.391,0.251,0.960,0,0.0,0.000,0,0.0,0.000,1,1.5,0.391,0,0.0,0.000,1,0.03
166,15,A,A,Spatial,10,Pool,9/30/2023,3.8,1.172,0.311,0.563,0,0.0,0.000,1,3.0,0.933,1,0.8,0.238,0,0.0,0.000,1,0.99
167,16,A,A,Spatial,9,Pool,9/30/2023,9.1,2.922,0.320,0.389,1,1.9,0.725,0,0.0,0.000,2,5.4,1.546,2,1.9,0.651,1,1.53
168,16,A,A,Spatial,10,Pool,9/30/2023,4.1,1.152,0.279,0.540,0,0.0,0.000,0,0.0,0.000,1,0.7,0.188,1,3.5,0.964,1,0.85
169,17,A,A,Spatial,9,Pool,9/30/2023,7.2,1.578,0.219,0.227,0,0.0,0.000,0,0.0,0.000,2,4.1,0.812,1,3.1,0.766,1,1.61
170,17,A,A,Spatial,10,Pool,9/30/2023,3.1,0.778,0.252,0.836,0,0.0,0.000,1,1.1,0.253,1,2.0,0.526,0,0.0,0.000,1,0.13
191,11,A,A,Spatial,11,Pool,9/30/2023,7.0,2.055,0.295,0.402,0,0.0,0.000,0,0.0,0.000,1,5.3,1.543,1,1.6,0.511,1,1.32
192,11,A,A,Spatial,12,Pool,9/30/2023,11.8,3.846,0.326,0.162,0,0.0,0.000,1,1.6,0.467,2,9.5,3.153,1,0.7,0.226,1,2.89
193,12,A,A,Spatial,11,Pool,9/30/2023,9.2,1.929,0.210,0.432,0,0.0,0.000,2,3.6,0.885,2,5.6,1.044,0,0.0,0.000,1,1.21
194,12,A,A,Spatial,12,Pool,9/30/2023,3.9,0.882,0.227,0.675,0,0.0,0.000,1,2.8,0.609,1,1.1,0.273,0,0.0,0.000,1,0.83
195,13,A,A,Spatial,11,Pool,9/30/2023,12.0,4.105,0.341,0.318,2,1.4,0.503,1,0.4,0.117,3,4.3,1.302,3,6.0,2.183,1,3.10
196,13,A,A,Spatial,12,Pool,9/30/2023,1.8,0.551,0.306,0.941,0,0.0,0.000,1,1.0,0.294,1,0.8,0.257,0,0.0,0.000,1,0.07
197,14,A,A,Spatial,11,Pool,9/30/2023,4.1,1.411,0.343,0.793,0,0.0,0.000,0,0.0,0.000,1,1.1,0.225,1,3.0,1.185,1,0.52
198,14,A,A,Spatial,12,Pool,9/30/2023,2.4,0.689,0.285,0.771,0,0.0,0.000,0,0.0,0.000,1,2.4,0.689,0,0.0,0.000,1,0.26
199,15,A,A,Spatial,11,Pool,9/30/2023,6.8,2.009,0.293,0.620,1,4.0,1.088,1,2.0,0.677,1,0.8,0.243,0,0.0,0.000,1,3.17
200,15,A,A,Spatial,12,Pool,9/30/2023,4.2,0.958,0.228,0.517,0,0.0,0.000,1,1.7,0.631,2,2.5,0.327,0,0.0,0.000,1,1.06
201,16,A,A,Spatial,11,Pool,9/30/2023,4.2,1.043,0.248,0.764,0,0.0,0.000,0,0.0,0.000,1,1.1,0.263,1,3.1,0.780,1,0.36
202,16,A,A,Spatial,12,Pool,9/30/2023,2.9,0.856,0.293,0.888,0,0.0,0.000,1,1.3,0.420,1,1.7,0.436,0,0.0,0.000,1,0.11
203,17,A,A,Spatial,11,Pool,9/30/2023,2.2,0.528,0.245,0.906,0,0.0,0.000,0,0.0,0.000,1,2.1,0.528,0,0.0,0.000,1,0.09
204,17,A,A,Spatial,12,Pool,9/30/2023,1.3,0.281,0.219,0.939,0,0.0,0.000,0,0.0,0.000,1,1.3,0.281,0,0.0,0.000,1,0.05
215,11,A,A,Probe,1,Pool,9/30/2023,60.0,18.856,0.314,0.079,3,4.4,1.491,5,9.2,3.270,11,36.8,10.867,4,6.1,2.258,6,1.12
216,12,A,A,Probe,1,Pool,9/30/2023,60.0,11.471,0.191,0.081,2,1.6,0.470,5,10.7,2.342,11,35.0,6.211,5,10.9,2.131,3,0.68
217,13,A,A,Probe,1,Pool,9/30/2023,60.0,20.878,0.348,0.027,2,2.3,0.770,7,13.0,4.763,13,31.4,10.646,4,11.7,4.236,4,0.31
218,14,A,A,Probe,1,Pool,9/30/2023,60.0,19.064,0.318,0.032,3,7.5,2.730,7,15.1,5.062,10,29.2,7.975,3,7.0,2.772,4,0.45
219,15,A,A,Probe,1,Pool,9/30/2023,60.0,17.269,0.288,0.060,2,2.7,0.859,6,11.3,3.631,12,40.3,10.903,5,3.9,1.192,4,2.68
220,16,A,A,Probe,1,Pool,9/30/2023,60.0,17.726,0.295,0.038,1,0.9,0.262,5,11.4,3.739,13,37.3,10.682,4,8.7,2.469,5,3.16
221,17,A,A,Probe,1,Pool,9/30/2023,60.0,18.256,0.304,0.027,5,7.9,2.537,7,9.8,2.783,16,30.8,9.239,5,8.1,2.724,9,0.25
