Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
52,6,A,A,Spatial,6,Pool,11/2/2023,60.0,14.569,0.243,0.096,3,16.2,4.028,4,11.9,2.832,3,14.4,3.336,3,17.5,4.374,0,41.45
53,7,A,A,Spatial,5,Pool,11/2/2023,9.3,3.236,0.347,0.190,2,2.6,0.661,2,3.6,1.385,1,3.0,1.146,1,0.1,0.043,1,4.93
54,7,A,A,Spatial,6,Pool,11/2/2023,60.0,15.582,0.260,0.060,3,12.1,3.627,3,12.4,3.650,4,15.7,3.616,4,19.8,4.689,0,42.17
55,8,A,A,Spatial,5,Pool,11/2/2023,60.0,17.474,0.291,0.023,4,14.6,3.873,5,15.9,4.500,4,17.2,5.413,2,12.2,3.688,0,45.67
56,8,A,A,Spatial,6,Pool,11/2/2023,51.6,10.722,0.208,0.084,3,12.3,2.346,3,3.9,1.399,2,24.1,4.293,2,11.3,2.684,1,39.13
57,9,A,A,Spatial,5,Pool,11/2/2023,0.3,0.000,0.000,,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,
58,9,A,A,Spatial,6,Pool,11/2/2023,53.9,15.019,0.279,0.057,4,13.1,4.034,5,25.5,6.719,3,12.9,3.924,1,2.4,0.342,1,35.95
59,10,A,A,Spatial,5,Pool,11/2/2023,60.0,16.795,0.280,0.082,3,11.6,3.249,4,13.7,4.208,4,24.8,5.861,4,9.9,3.478,0,45.79
60,10,A,A,Spatial,6,Pool,11/2/2023,60.0,17.708,0.295,0.061,4,17.8,4.530,3,8.6,2.806,4,17.4,4.895,5,16.2,5.476,0,45.52
61,1,A,A,Spatial,7,Pool,11/3/2023,60.0,13.287,0.221,0.027,1,4.4,1.373,2,8.1,1.811,4,35.8,7.160,4,11.7,2.943,0,56.01
62,1,A,A,Spatial,8,Pool,11/3/2023,24.0,6.135,0.255,0.185,2,3.6,0.914,3,8.4,2.512,2,12.1,2.709,0,0.0,0.000,1,17.54
63,2,A,A,Spatial,7,Pool,11/3/2023,60.0,18.602,0.310,0.075,3,10.0,3.381,4,13.0,3.623,5,16.0,5.058,5,21.0,6.539,0,45.78
64,2,A,A,Spatial,8,Pool,11/3/2023,60.0,13.600,0.227,0.068,1,12.9,2.241,3,16.7,4.013,4,20.6,5.055,2,9.8,2.290,0,43.54
65,3,A,A,Spatial,7,Pool,11/3/2023,60.0,13.772,0.230,0.028,2,16.1,3.455,3,17.3,3.961,4,18.6,3.908,2,8.0,2.447,0,40.90
66,3,A,A,Spatial,8,Pool,11/3/2023,11.8,3.202,0.271,0.167,1,4.5,0.869,0,0.0,0.000,0,0.0,0.000,1,7.3,2.333,1,5.91
67,4,A,A,Spatial,7,Pool,11/3/2023,60.0,14.831,0.247,0.009,3,6.8,2.279,2,7.7,1.708,3,22.3,4.990,5,23.2,5.853,0,50.82
68,4,A,A,Spatial,8,Pool,11/3/2023,6.5,1.813,0.281,0.658,1,2.4,0.431,0,0.0,0.000,1,2.6,0.857,1,1.5,0.524,1,1.32
69,5,A,A,Spatial,7,Pool,11/3/2023,2.6,0.670,0.254,0.931,1,1.2,0.299,0,0.0,0.000,0,0.0,0.000,1,1.4,0.372,1,0.07
70,5,A,A,Spatial,8,Pool,11/3/2023,3.0,0.967,0.318,0.945,1,1.6,0.458,1,0.3,0.135,1,1.2,0.375,0,0.0,0.000,1,0.07
71,6,A,A,Spatial,7,Pool,11/3/2023,2.9,0.704,0.239,0.953,1,0.9,0.280,1,2.0,0.424,0,0.0,0.000,0,0.0,0.000,1,0.28
72,6,A,A,Spatial,8,Pool,11/3/2023,37.5,9.780,0.260,0.107,3,8.8,2.801,2,9.0,1.821,2,4.7,1.339,3,15.1,3.819,1,25.99
73,7,A,A,Spatial,7,Pool,11/3/2023,60.0,15.781,0.263,0.038,6,20.3,4.616,2,6.8,2.019,3,8.2,2.471,7,24.6,6.675,0,38.25
74,7,A,A,Spatial,8,Pool,11/3/2023,1.9,0.484,0.262,0.985,1,0.9,0.244,1,0.9,0.240,0,0.0,0.000,0,0.0,0.000,1,0.03
75,8,A,A,Spatial,7,Pool,11/3/2023,11.2,2.591,0.231,0.464,1,2.9,0.777,0,0.0,0.000,1,2.5,0.306,1,5.7,1.508,1,5.28
76,8,A,A,Spatial,8,Pool,11/3/2023,60.0,16.553,0.276,0.091,2,7.9,2.672,3,8.6,2.762,5,16.7,4.868,5,26.9,6.252,0,46.85
77,9,A,A,Spatial,7,Pool,11/3/2023,47.8,13.579,0.284,0.090,3,10.0,3.239,3,18.5,4.647,3,8.1,2.635,2,11.2,3.058,1,31.43
78,9,A,A,Spatial,8,Pool,11/3/2023,4.0,1.220,0.305,0.690,1,2.9,0.928,0,0.0,0.000,0,0.0,0.000,1,1.1,0.292,1,0.49
79,10,A,A,Spatial,7,Pool,11/3/2023,60.0,15.852,0.264,0.057,4,16.0,3.536,5,22.7,6.188,3,11.2,3.259,2,10.1,2.869,0,40.28
80,10,A,A,Spatial,8,Pool,11/3/2023,6.2,1.579,0.253,0.768,1,1.5,0.329,0,0.0,0.000,1,2.2,0.361,1,2.5,0.888,1,1.80
81,1,A,A,Spatial,9,Pool,11/3/2023,60.0,15.724,0.262,0.087,3,15.9,4.240,2,6.2,1.649,4,11.2,2.964,5,26.8,6.871,0,42.53
82,1,A,A,Spatial,10,Pool,11/3/2023,39.9,10.534,0.264,0.065,4,8.8,2.515,3,8.4,1.999,2,6.1,2.368,3,16.5,3.652,1,25.58
83,2,A,A,Spatial,9,Pool,11/3/2023,36.7,9.626,0.262,0.038,2,5.9,1.358,4,12.9,3.736,3,16.8,4.135,1,1.1,0.398,1,27.58
84,2,A,A,Spatial,10,Pool,11/3/2023,60.0,16.831,0.281,0.063,3,7.6,2.501,5,27.9,6.924,5,17.9,5.223,2,6.7,2.184,0,43.72
85,3,A,A,Spatial,9,Pool,11/3/2023,60.0,16.725,0.279,0.029,5,13.1,4.145,2,5.5,1.968,3,13.6,3.807,5,27.9,6.805,0,45.68
86,3,A,A,Spatial,10,Pool,11/3/2023,60.0,14.587,0.243,0.064,4,36.4,7.657,3,9.2,2.698,2,6.2,2.007,2,8.1,2.226,0,26.12
87,4,A,A,Spatial,9,Pool,11/3/2023,60.0,16.239,0.271,0.062,5,15.9,4.817,3,11.0,2.712,4,15.5,3.985,6,17.6,4.725,0,39.11
88,4,A,A,Spatial,10,Pool,11/3/2023,16.8,4.706,0.280,0.196,1,4.4,0.895,1,5.8,1.674,2,3.9,1.276,1,2.7,0.861,1,8.89
89,5,A,A,Spatial,9,Pool,11/3/2023,29.2,8.285,0.284,0.067,4,9.9,2.960,2,4.8,1.545,2,3.1,0.750,4,11.4,3.030,1,18.32
90,5,A,A,Spatial,10,Pool,11/3/2023,54.8,14.462,0.264,0.066,5,22.3,5.785,4,12.6,3.627,2,4.9,1.430,3,14.9,3.620,1,29.71
91,6,A,A,Spatial,9,Pool,11/3/2023,7.7,2.811,0.365,0.224,1,0.7,0.259,1,2.9,0.903,1,1.9,0.822,1,2.2,0.828,1,4.73
92,6,A,A,Spatial,10,Pool,11/3/2023,60.0,16.287,0.271,0.102,5,15.2,4.441,4,17.2,4.604,3,10.9,2.816,3,16.6,4.427,0,38.47
93,7,A,A,Spatial,9,Pool,11/3/2023,11.2,3.561,0.317,0.243,2,2.5,0.626,2,4.6,1.511,1,2.5,0.912,1,1.6,0.511,1,5.42
94,7,A,A,Spatial,10,Pool,11/3/2023,9.4,2.406,0.256,0.473,1,3.2,0.764,0,0.0,0.000,1,3.0,0.544,1,3.2,1.099,1,4.00
95,8,A,A,Spatial,9,Pool,11/3/2023,11.4,2.932,0.257,0.405,1,2.4,0.486,1,4.0,1.188,1,5.0,1.257,0,0.0,0.000,1,5.62
96,8,A,A,Spatial,10,Pool,11/3/2023,60.0,16.868,0.281,0.011,3,20.7,5.202,4,8.8,2.817,3,18.9,5.332,3,11.6,3.517,0,36.39
97,9,A,A,Spatial,9,Pool,11/3/2023,12.2,3.815,0.313,0.198,1,1.6,0.454,1,3.7,1.128,1,4.3,1.267,1,2.5,0.967,1,8.55
98,9,A,A,Spatial,10,Pool,11/3/2023,21.4,7.111,0.332,0.156,2,3.9,1.463,2,5.8,1.963,2,4.9,1.579,2,6.9,2.106,1,13.68
99,10,A,A,Spatial,9,Pool,11/3/2023,60.0,16.446,0.274,0.020,3,9.6,2.821,5,20.5,5.232,4,20.7,5.244,3,9.2,3.149,0,45.28
100,10,A,A,Spatial,10,Pool,11/3/2023,12.6,3.866,0.306,0.143,1,2.5,0.551,1,3.0,0.999,1,3.7,1.266,1,3.3,1.050,1,8.47
101,1,A,A,Spatial,11,Pool,11/3/2023,10.1,3.320,0.330,0.175,1,0.8,0.242,2,3.6,1.313,1,5.6,1.764,0,0.0,0.000,1,7.28
102,1,A,A,Spatial,12,Pool,11/3/2023,11.6,3.525,0.304,0.236,1,6.9,2.263,1,4.0,0.976,1,0.7,0.287,1,0.0,0.000,1,4.56
103,2,A,A,Spatial,11,Pool,11/3/2023,16.8,5.899,0.350,0.065,3,7.2,2.591,1,2.9,1.152,1,4.1,1.245,2,2.5,0.911,1,10.23
104,2,A,A,Spatial,12,Pool,11/3/2023,2.4,0.660,0.281,0.913,1,1.5,0.429,0,0.0,0.000,0,0.0,0.000,1,0.9,0.231,1,0.05
105,3,A,A,Spatial,11,Pool,11/3/2023,57.1,12.618,0.221,0.036,5,20.4,3.774,3,12.1,2.654,2,9.3,2.477,3,15.2,3.712,1,37.81
106,3,A,A,Spatial,12,Pool,11/3/2023,17.1,4.436,0.260,0.285,1,2.3,0.614,1,3.6,0.658,2,6.0,1.700,1,5.2,1.464,1,12.00
107,4,A,A,Spatial,11,Pool,11/3/2023,18.1,4.787,0.264,0.184,2,1.9,0.530,1,3.5,0.860,2,8.7,2.053,3,4.1,1.343,1,10.62
108,4,A,A,Spatial,12,Pool,11/3/2023,40.9,11.230,0.274,0.119,3,7.6,2.111,4,14.8,3.554,4,12.4,3.436,2,6.1,2.130,1,27.97
109,5,A,A,Spatial,11,Pool,11/3/2023,13.2,3.744,0.284,0.122,2,8.2,1.947,2,4.1,1.486,1,0.8,0.311,0,0.0,0.000,1,4.79
110,5,A,A,Spatial,12,Pool,11/3/2023,35.3,10.196,0.289,0.062,4,13.7,4.198,3,9.0,2.507,1,3.7,1.224,2,8.8,2.266,1,19.71
111,6,A,A,Spatial,11,Pool,11/3/2023,2.8,1.030,0.368,0.956,1,0.7,0.211,1,1.0,0.480,1,1.1,0.339,0,0.0,0.000,1,0.18
112,6,A,A,Spatial,12,Pool,11/3/2023,29.2,8.592,0.294,0.088,3,13.0,3.676,4,11.1,3.253,2,2.9,0.820,1,2.1,0.843,1,13.11
113,7,A,A,Spatial,11,Pool,11/3/2023,2.2,0.724,0.336,0.996,1,0.7,0.204,1,1.5,0.520,0,0.0,0.000,0,0.0,0.000,1,0.04
114,7,A,A,Spatial,12,Pool,11/3/2023,14.2,3.927,0.277,0.113,2,5.8,1.764,0,0.0,0.000,0,0.0,0.000,1,8.4,2.163,1,8.65
115,8,A,A,Spatial,11,Pool,11/3/2023,26.3,6.031,0.229,0.168,2,7.3,1.690,1,2.0,0.471,2,9.5,1.816,3,7.5,2.054,1,18.76
116,8,A,A,Spatial,12,Pool,11/3/2023,60.0,13.512,0.225,0.024,3,15.1,3.688,2,9.6,2.120,2,17.2,3.378,3,18.1,4.327,0,45.49
117,9,A,A,Spatial,11,Pool,11/3/2023,13.1,4.476,0.342,0.264,2,1.7,0.617,2,4.5,1.564,2,2.4,0.739,1,4.4,1.557,1,6.32
118,9,A,A,Spatial,12,Pool,11/3/2023,17.2,5.944,0.346,0.193,2,1.7,0.634,2,5.3,1.861,2,6.5,2.051,1,3.6,1.398,1,10.93
119,10,A,A,Spatial,11,Pool,11/3/2023,2.9,0.769,0.269,0.766,1,2.8,0.769,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.23
120,10,A,A,Spatial,12,Pool,11/3/2023,60.0,14.961,0.249,0.020,6,17.2,4.206,7,18.7,4.371,4,14.6,3.784,3,9.5,2.600,0,36.67
121,1,A,A,Spatial,13,Pool,11/4/2023,5.5,1.529,0.280,0.522,1,1.1,0.314,1,4.4,1.215,0,0.0,0.000,0,0.0,0.000,1,2.18
122,1,A,A,Spatial,14,Pool,11/4/2023,16.3,5.136,0.315,0.228,2,4.8,1.623,2,5.3,1.560,2,4.5,1.229,1,1.7,0.724,1,8.06
123,2,A,A,Spatial,13,Pool,11/4/2023,60.0,16.590,0.277,0.034,3,8.3,2.599,4,28.6,7.044,4,16.3,4.477,3,6.8,2.470,0,44.13
124,2,A,A,Spatial,14,Pool,11/4/2023,60.0,14.198,0.237,0.027,4,12.4,2.993,6,24.9,5.751,3,11.9,2.552,2,10.8,2.901,0,42.74
125,3,A,A,Spatial,13,Pool,11/4/2023,60.0,13.340,0.222,0.125,2,5.7,1.461,2,12.9,2.951,4,31.7,6.015,3,9.7,2.914,0,51.44
126,3,A,A,Spatial,14,Pool,11/4/2023,46.6,12.479,0.268,0.041,4,17.7,4.506,3,17.6,4.353,1,2.9,1.086,2,8.3,2.534,1,24.71
127,4,A,A,Spatial,13,Pool,11/4/2023,10.7,2.973,0.278,0.257,2,2.7,0.746,2,4.5,1.251,1,0.9,0.305,1,2.5,0.670,1,3.70
128,4,A,A,Spatial,14,Pool,11/4/2023,3.8,1.265,0.334,0.914,1,1.3,0.350,0,0.0,0.000,1,1.3,0.417,1,1.2,0.498,1,0.07
129,5,A,A,Spatial,13,Pool,11/4/2023,7.5,2.349,0.315,0.224,1,2.4,0.611,1,1.7,0.602,0,0.0,0.000,1,3.3,1.136,1,2.78
130,5,A,A,Spatial,14,Pool,11/4/2023,13.0,4.375,0.338,0.275,1,2.0,0.588,1,4.4,1.563,2,3.3,1.198,1,3.2,1.027,1,5.21
131,6,A,A,Spatial,13,Pool,11/4/2023,60.0,13.584,0.226,0.120,3,13.7,2.638,3,11.1,2.760,5,24.3,5.480,4,11.0,2.706,0,42.00
132,6,A,A,Spatial,14,Pool,11/4/2023,43.4,8.595,0.198,0.118,2,7.1,1.834,1,5.5,1.261,1,10.4,1.571,2,20.5,3.929,1,31.81
133,7,A,A,Spatial,13,Pool,11/4/2023,9.6,2.925,0.305,0.195,1,5.1,1.371,0,0.0,0.000,0,0.0,0.000,1,4.5,1.554,1,3.91
134,7,A,A,Spatial,14,Pool,11/4/2023,28.5,9.073,0.318,0.126,3,9.2,2.874,1,3.2,1.110,2,5.6,1.842,3,10.5,3.247,1,15.76
135,8,A,A,Spatial,13,Pool,11/4/2023,24.7,5.359,0.217,0.101,2,14.5,2.485,1,3.9,1.131,1,4.7,1.321,2,1.6,0.422,1,11.19
136,8,A,A,Spatial,14,Pool,11/4/2023,30.1,7.928,0.264,0.161,3,7.9,1.734,2,9.5,2.447,2,7.5,2.105,2,5.2,1.643,1,16.47
137,9,A,A,Spatial,13,Pool,11/4/2023,59.1,17.193,0.291,0.069,4,8.3,2.603,4,12.9,3.546,5,18.3,4.941,4,19.6,6.103,1,41.53
138,9,A,A,Spatial,14,Pool,11/4/2023,4.4,1.370,0.312,0.891,1,1.6,0.449,1,0.2,0.073,1,2.6,0.849,0,0.0,0.000,1,0.40
139,10,A,A,Spatial,13,Pool,11/4/2023,52.7,13.414,0.255,0.080,2,12.8,2.805,4,21.1,5.581,4,14.0,3.538,1,4.8,1.490,1,36.69
140,10,A,A,Spatial,14,Pool,11/4/2023,5.2,1.660,0.319,0.429,1,4.5,1.472,0,0.0,0.000,0,0.0,0.000,1,0.7,0.188,1,0.93
141,1,A,A,Spatial,15,Pool,11/4/2023,60.0,16.990,0.283,0.043,4,24.5,6.130,4,5.2,2.021,4,17.2,4.309,5,13.1,4.531,0,35.24
142,1,A,A,Spatial,16,Pool,11/4/2023,60.0,16.155,0.269,0.097,4,15.0,4.176,7,28.2,6.638,4,9.1,2.914,2,7.7,2.427,0,35.66
143,2,A,A,Spatial,15,Pool,11/4/2023,13.1,3.771,0.289,0.267,1,1.9,0.476,1,5.2,1.398,1,4.1,1.296,1,1.8,0.601,1,8.64
144,2,A,A,Spatial,16,Pool,11/4/2023,60.0,17.080,0.285,0.004,3,12.4,4.037,6,29.6,7.595,4,14.1,4.458,2,3.9,0.990,0,36.82
145,3,A,A,Spatial,15,Pool,11/4/2023,4.1,0.833,0.205,0.878,1,2.7,0.792,0,0.0,0.000,0,0.0,0.000,1,1.4,0.040,1,0.44
146,3,A,A,Spatial,16,Pool,11/4/2023,24.0,6.794,0.284,0.127,2,6.7,1.919,2,10.5,2.368,1,3.5,1.247,1,3.3,1.259,1,14.46
147,4,A,A,Spatial,15,Pool,11/4/2023,24.1,7.245,0.300,0.166,2,11.1,3.181,1,2.0,0.802,1,5.5,1.283,2,5.6,1.979,1,11.51
148,4,A,A,Spatial,16,Pool,11/4/2023,7.7,2.559,0.331,0.238,1,4.1,1.241,1,2.4,0.844,1,0.7,0.261,1,0.5,0.213,1,2.45
149,5,A,A,Spatial,15,Pool,11/4/2023,3.6,1.265,0.348,0.772,1,1.2,0.411,2,2.0,0.681,1,0.4,0.173,0,0.0,0.000,1,0.75
150,5,A,A,Spatial,16,Pool,11/4/2023,7.7,2.411,0.313,0.479,1,2.9,0.853,0,0.0,0.000,1,2.0,0.710,1,2.8,0.849,1,2.40
151,6,A,A,Spatial,15,Pool,11/4/2023,34.1,7.616,0.223,0.068,3,6.0,1.560,2,19.6,3.522,1,4.8,1.261,1,3.7,1.273,1,23.53
152,6,A,A,Spatial,16,Pool,11/4/2023,5.6,1.288,0.231,0.611,1,4.3,1.001,0,0.0,0.000,0,0.0,0.000,1,1.3,0.287,1,0.79
153,7,A,A,Spatial,15,Pool,11/4/2023,31.0,7.405,0.239,0.155,2,9.9,2.545,1,1.5,0.550,3,11.9,2.667,3,7.7,1.643,1,18.18
154,7,A,A,Spatial,16,Pool,11/4/2023,4.9,1.045,0.214,0.835,1,0.9,0.264,0,0.0,0.000,0,0.0,0.000,1,3.9,0.781,1,1.17
