Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
11,6,A,A,Spatial,1,Pool,9/25/2023,8.2,1.103,0.134,0.584,1,1.2,0.301,1,7.0,0.802,0,0.0,0.000,0,0.0,0.000,1,2.71
12,6,A,A,Spatial,2,Pool,9/25/2023,60.0,13.346,0.222,0.015,3,8.2,1.890,2,12.1,3.198,2,12.1,2.970,4,27.6,5.288,0,
13,7,A,A,Spatial,1,Pool,9/25/2023,60.0,9.576,0.160,0.094,1,6.3,1.289,2,7.8,1.767,2,38.8,5.062,1,7.2,1.459,0,
14,7,A,A,Spatial,2,Pool,9/25/2023,60.0,12.894,0.215,0.111,2,9.5,2.642,1,6.3,1.295,3,13.0,2.773,4,31.3,6.184,0,
15,8,A,A,Spatial,1,Pool,9/25/2023,60.0,7.297,0.122,0.108,0,0.0,0.000,3,40.1,4.320,4,18.5,2.698,1,1.5,0.279,0,
16,8,A,A,Spatial,2,Pool,9/25/2023,60.0,10.364,0.173,0.141,2,23.0,4.011,2,22.6,2.609,1,4.8,1.315,2,9.6,2.430,0,
17,9,A,A,Spatial,1,Pool,9/25/2023,60.0,15.782,0.263,0.004,6,15.7,3.927,3,12.4,3.791,3,16.9,4.050,5,15.0,4.014,0,
18,9,A,A,Spatial,2,Pool,9/25/2023,60.0,13.751,0.229,0.076,4,15.7,3.542,4,16.6,4.069,3,11.1,2.666,3,16.7,3.473,0,
19,10,A,A,Spatial,1,Pool,9/25/2023,25.2,6.211,0.246,0.130,3,3.1,0.834,3,8.0,2.016,1,0.5,0.218,1,13.6,3.143,1,13.64
20,10,A,A,Spatial,2,Pool,9/25/2023,60.0,16.004,0.267,0.067,5,22.9,5.882,5,24.7,6.445,2,9.6,2.517,2,2.8,1.161,0,
35,1,A,A,Spatial,3,Pool,9/25/2023,56.2,16.879,0.300,0.026,4,12.5,4.197,3,13.1,4.060,4,12.6,4.082,4,18.0,4.541,1,44.49
36,1,A,A,Spatial,4,Pool,9/25/2023,60.0,15.565,0.259,0.010,3,17.9,4.397,2,7.4,2.105,3,14.0,3.770,5,20.8,5.294,0,
37,2,A,A,Spatial,3,Pool,9/25/2023,60.0,15.030,0.250,0.061,3,19.2,4.274,3,9.0,2.666,3,15.3,4.057,3,16.5,4.033,0,
38,2,A,A,Spatial,4,Pool,9/25/2023,38.3,11.320,0.295,0.115,4,17.6,4.727,2,5.2,1.592,2,7.4,2.237,3,8.2,2.765,1,17.17
39,3,A,A,Spatial,3,Pool,9/25/2023,13.4,3.130,0.233,0.310,1,3.3,0.789,0,0.0,0.000,1,6.9,1.272,2,3.1,1.069,1,8.54
40,3,A,A,Spatial,4,Pool,9/25/2023,23.7,9.341,0.394,0.132,3,6.4,3.179,1,3.9,1.227,2,6.3,2.752,1,7.1,2.183,1,14.81
41,4,A,A,Spatial,3,Pool,9/25/2023,60.0,17.005,0.283,0.073,3,4.7,1.697,4,16.0,4.693,5,19.5,5.577,4,19.9,5.038,0,
42,4,A,A,Spatial,4,Pool,9/25/2023,60.0,15.829,0.264,0.033,3,13.5,3.762,3,16.4,4.294,3,18.9,4.313,3,11.2,3.460,0,
43,5,A,A,Spatial,3,Pool,9/25/2023,14.9,4.499,0.302,0.106,2,3.6,1.069,1,3.3,0.953,1,4.9,1.392,1,3.1,1.084,1,11.01
44,5,A,A,Spatial,4,Pool,9/25/2023,60.0,11.966,0.199,0.028,3,32.4,6.304,2,8.9,1.834,1,4.4,1.269,2,14.3,2.559,0,
45,6,A,A,Spatial,3,Pool,9/25/2023,60.0,13.899,0.232,0.090,2,9.3,2.332,5,24.3,5.243,5,17.7,4.453,2,8.7,1.870,0,
46,6,A,A,Spatial,4,Pool,9/25/2023,60.0,11.421,0.190,0.113,2,8.5,1.870,6,28.1,5.136,5,17.2,3.197,1,6.1,1.218,0,
47,7,A,A,Spatial,3,Pool,9/25/2023,60.0,17.123,0.285,0.033,3,9.6,3.158,4,19.3,4.917,4,19.2,5.492,3,11.8,3.556,0,
48,7,A,A,Spatial,4,Pool,9/25/2023,25.5,8.092,0.317,0.090,3,8.9,2.672,2,4.6,1.466,1,3.5,1.342,2,8.5,2.612,1,14.69
49,8,A,A,Spatial,3,Pool,9/25/2023,60.0,12.057,0.201,0.107,5,16.1,3.613,5,21.4,3.907,2,10.3,2.013,2,12.1,2.525,0,
50,8,A,A,Spatial,4,Pool,9/25/2023,60.0,10.176,0.170,0.159,4,20.4,3.758,3,16.9,2.825,2,14.3,1.939,2,8.4,1.655,0,
51,9,A,A,Spatial,3,Pool,9/25/2023,60.0,17.363,0.289,0.077,2,8.7,2.648,4,10.3,3.358,6,20.7,5.780,4,20.4,5.577,0,
52,9,A,A,Spatial,4,Pool,9/25/2023,60.0,15.447,0.257,0.059,3,11.7,2.875,5,25.1,6.809,5,10.9,2.598,3,12.3,3.166,0,
53,10,A,A,Spatial,3,Pool,9/25/2023,60.0,13.880,0.231,0.107,3,11.2,2.870,5,33.7,6.979,3,11.2,2.982,1,3.9,1.050,0,
54,10,A,A,Spatial,4,Pool,9/25/2023,60.0,13.105,0.218,0.072,4,14.8,3.601,4,20.0,3.923,3,12.7,2.469,3,12.5,3.111,0,
69,1,A,A,Spatial,5,Pool,9/25/2023,8.1,2.043,0.253,0.566,1,4.0,0.617,1,3.3,1.229,1,0.7,0.198,0,0.0,0.000,1,1.35
70,1,A,A,Spatial,6,Pool,9/25/2023,60.0,18.200,0.303,0.090,4,12.6,3.984,5,19.9,5.950,4,15.6,4.251,4,11.9,4.015,0,
71,2,A,A,Spatial,5,Pool,9/25/2023,60.0,15.581,0.260,0.099,4,26.7,6.235,5,18.4,4.716,4,8.4,2.441,3,6.5,2.189,0,
72,2,A,A,Spatial,6,Pool,9/25/2023,41.4,11.874,0.287,0.091,4,9.4,2.537,3,12.4,3.398,2,9.2,2.688,3,10.4,3.251,1,26.15
73,3,A,A,Spatial,5,Pool,9/25/2023,31.5,10.138,0.322,0.105,3,9.5,3.040,2,10.7,3.057,2,4.8,1.753,2,6.5,2.288,1,18.03
74,3,A,A,Spatial,6,Pool,9/25/2023,2.4,0.658,0.273,0.858,1,2.4,0.658,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.11
75,4,A,A,Spatial,5,Pool,9/25/2023,60.0,14.997,0.250,0.027,4,21.8,6.002,2,10.7,2.417,2,11.3,2.248,4,16.2,4.330,0,
76,4,A,A,Spatial,6,Pool,9/25/2023,28.3,6.154,0.217,0.057,2,18.1,3.539,1,5.2,1.285,1,4.8,1.279,1,0.2,0.051,1,13.51
77,5,A,A,Spatial,5,Pool,9/25/2023,16.4,4.071,0.249,0.230,1,1.5,0.362,1,2.8,0.724,2,11.3,2.727,1,0.8,0.258,1,11.44
78,5,A,A,Spatial,6,Pool,9/25/2023,60.0,15.224,0.254,0.029,3,17.7,4.769,4,21.7,5.327,3,16.3,3.782,1,4.3,1.346,0,
79,6,A,A,Spatial,5,Pool,9/25/2023,60.0,12.898,0.215,0.114,2,7.8,2.169,3,23.1,4.534,2,23.8,4.844,1,5.2,1.351,0,
80,6,A,A,Spatial,6,Pool,9/25/2023,47.9,12.361,0.258,0.093,3,9.4,2.281,3,9.9,2.495,3,15.6,4.073,3,13.0,3.511,1,38.59
81,7,A,A,Spatial,5,Pool,9/25/2023,60.0,16.096,0.268,0.020,3,10.8,3.493,3,9.7,2.968,4,25.2,5.476,3,14.3,4.158,0,
82,7,A,A,Spatial,6,Pool,9/25/2023,60.0,14.616,0.244,0.098,3,20.9,4.364,2,7.9,2.669,3,13.7,3.409,4,17.4,4.174,0,
83,8,A,A,Spatial,5,Pool,9/25/2023,60.0,10.936,0.182,0.054,3,17.6,2.840,4,19.5,3.449,2,8.8,1.755,2,14.1,2.892,0,
84,8,A,A,Spatial,6,Pool,9/25/2023,11.8,1.494,0.126,0.538,1,3.7,0.554,0,0.0,0.000,0,0.0,0.000,1,8.1,0.940,1,3.87
85,9,A,A,Spatial,5,Pool,9/25/2023,16.5,4.701,0.285,0.247,1,1.2,0.281,2,6.3,2.050,2,9.0,2.369,0,0.0,0.000,1,11.77
86,9,A,A,Spatial,6,Pool,9/25/2023,60.0,15.774,0.263,0.067,4,14.4,4.082,4,19.9,5.002,3,10.1,2.381,3,15.6,4.309,0,
87,10,A,A,Spatial,5,Pool,9/25/2023,60.0,12.769,0.213,0.074,2,16.1,3.606,4,9.5,2.440,3,24.8,4.748,1,9.6,1.975,0,
88,10,A,A,Spatial,6,Pool,9/25/2023,29.4,7.084,0.241,0.050,4,14.7,3.607,1,6.8,1.740,0,0.0,0.000,2,7.9,1.738,1,12.70
103,1,A,A,Spatial,7,Pool,9/26/2023,3.6,1.108,0.307,0.724,1,1.6,0.476,0,0.0,0.000,1,0.4,0.152,2,1.6,0.480,1,0.42
104,1,A,A,Spatial,8,Pool,9/26/2023,10.8,2.884,0.266,0.420,1,4.8,0.998,1,2.7,0.944,1,3.3,0.942,0,0.0,0.000,1,4.09
105,2,A,A,Spatial,7,Pool,9/26/2023,60.0,16.477,0.275,0.034,4,17.3,4.383,3,10.3,3.017,4,9.5,2.923,5,22.9,6.154,0,
106,2,A,A,Spatial,8,Pool,9/26/2023,41.0,9.601,0.234,0.110,3,24.0,4.896,2,10.0,2.622,1,1.3,0.097,2,5.6,1.986,1,17.79
107,3,A,A,Spatial,7,Pool,9/26/2023,34.9,10.046,0.288,0.133,3,8.4,2.502,3,10.7,3.376,4,12.6,3.006,3,3.2,1.161,1,21.70
108,3,A,A,Spatial,8,Pool,9/26/2023,11.9,3.062,0.257,0.236,1,1.6,0.368,0,0.0,0.000,1,1.5,0.162,2,8.9,2.532,1,7.55
109,4,A,A,Spatial,7,Pool,9/26/2023,60.0,13.703,0.228,0.036,2,8.9,2.384,2,12.8,2.854,3,17.5,3.747,4,20.8,4.717,0,
110,4,A,A,Spatial,8,Pool,9/26/2023,53.1,12.637,0.238,0.082,4,15.2,3.614,2,10.4,2.135,2,8.9,1.604,4,18.5,5.283,1,35.71
111,5,A,A,Spatial,7,Pool,9/26/2023,60.0,14.351,0.239,0.018,3,8.0,2.537,4,18.6,3.931,5,15.3,3.057,5,18.0,4.826,0,
112,5,A,A,Spatial,8,Pool,9/26/2023,59.8,13.322,0.223,0.077,2,6.4,1.532,4,21.5,5.170,3,26.7,5.283,1,5.2,1.337,1,50.87
113,6,A,A,Spatial,7,Pool,9/26/2023,42.1,10.735,0.255,0.093,1,1.2,0.365,4,16.3,3.793,5,22.2,5.757,2,2.4,0.820,1,37.65
114,6,A,A,Spatial,8,Pool,9/26/2023,60.0,16.966,0.283,0.061,3,12.7,4.231,5,17.4,4.886,4,22.2,5.107,3,7.7,2.742,0,
115,7,A,A,Spatial,7,Pool,9/26/2023,1.6,0.311,0.199,0.939,1,1.5,0.311,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.02
116,7,A,A,Spatial,8,Pool,9/26/2023,46.3,16.179,0.349,0.068,4,12.2,4.126,3,11.8,3.954,3,10.5,3.987,4,11.8,4.112,1,32.78
117,8,A,A,Spatial,7,Pool,9/26/2023,60.0,10.934,0.182,0.128,3,26.4,4.560,2,15.7,2.310,1,5.6,1.329,2,12.3,2.734,0,
118,8,A,A,Spatial,8,Pool,9/26/2023,60.0,11.624,0.194,0.138,4,21.7,5.582,4,22.8,4.456,1,9.4,0.987,2,6.1,0.598,0,
119,9,A,A,Spatial,7,Pool,9/26/2023,60.0,17.268,0.288,0.092,4,15.1,4.357,5,17.4,4.989,4,14.5,3.948,3,13.1,3.973,0,
120,9,A,A,Spatial,8,Pool,9/26/2023,42.7,10.365,0.243,0.110,2,4.9,1.507,2,22.3,4.363,2,11.1,3.119,1,4.4,1.375,1,33.31
121,10,A,A,Spatial,7,Pool,9/26/2023,9.5,2.506,0.265,0.469,1,0.8,0.217,1,4.7,1.276,1,4.0,1.013,0,0.0,0.000,1,4.68
122,10,A,A,Spatial,8,Pool,9/26/2023,28.4,8.926,0.314,0.094,3,8.8,2.860,2,10.3,3.064,1,3.9,1.243,2,5.5,1.760,1,18.00
137,1,A,A,Spatial,9,Pool,9/26/2023,27.9,7.390,0.265,0.172,2,7.2,1.785,2,7.1,2.425,2,11.3,2.378,1,2.3,0.801,1,17.67
138,1,A,A,Spatial,10,Pool,9/26/2023,48.8,14.182,0.291,0.040,4,18.6,4.999,3,16.0,4.293,2,6.3,2.226,2,7.9,2.664,1,30.55
139,2,A,A,Spatial,9,Pool,9/26/2023,43.1,13.205,0.306,0.054,4,12.4,3.315,4,12.8,3.785,4,7.6,2.717,4,10.3,3.388,1,26.72
140,2,A,A,Spatial,10,Pool,9/26/2023,23.4,6.669,0.285,0.151,4,9.0,2.409,5,13.3,3.886,1,1.1,0.374,0,0.0,0.000,1,10.09
141,3,A,A,Spatial,9,Pool,9/26/2023,31.6,9.806,0.310,0.075,4,13.5,3.711,3,8.8,2.644,2,5.1,1.866,3,4.3,1.584,1,15.95
142,3,A,A,Spatial,10,Pool,9/26/2023,11.1,3.813,0.345,0.315,2,3.6,1.259,1,3.5,0.976,1,1.1,0.339,1,2.9,1.239,1,3.96
143,4,A,A,Spatial,9,Pool,9/26/2023,60.0,17.753,0.296,0.067,5,22.0,5.922,4,14.4,4.261,3,11.3,3.736,4,12.2,3.834,0,
144,4,A,A,Spatial,10,Pool,9/26/2023,20.2,6.182,0.306,0.188,2,5.3,1.411,2,7.4,2.257,1,3.5,1.215,1,4.0,1.298,1,12.19
145,5,A,A,Spatial,9,Pool,9/26/2023,60.0,16.606,0.277,0.015,6,14.4,3.851,4,9.6,2.827,4,19.1,5.480,6,16.9,4.448,0,
146,5,A,A,Spatial,10,Pool,9/26/2023,4.2,1.099,0.260,0.514,1,3.3,0.882,1,0.9,0.217,0,0.0,0.000,0,0.0,0.000,1,0.65
147,6,A,A,Spatial,9,Pool,9/26/2023,60.0,17.833,0.297,0.015,3,9.1,2.963,2,8.0,1.826,4,21.5,5.970,5,21.4,7.074,0,
148,6,A,A,Spatial,10,Pool,9/26/2023,60.0,15.744,0.262,0.030,3,16.7,3.970,6,21.9,6.414,4,18.3,4.367,1,3.2,0.993,0,
149,7,A,A,Spatial,9,Pool,9/26/2023,60.0,14.593,0.243,0.097,2,6.5,1.766,3,16.9,3.870,3,28.5,6.313,3,8.1,2.643,0,
150,7,A,A,Spatial,10,Pool,9/26/2023,34.1,9.994,0.293,0.103,1,2.3,0.484,1,3.2,1.245,3,15.1,4.641,3,13.5,3.624,1,29.12
151,8,A,A,Spatial,9,Pool,9/26/2023,60.0,10.871,0.181,0.051,2,12.3,2.532,3,18.8,2.551,2,18.4,3.162,2,10.5,2.626,0,
152,8,A,A,Spatial,10,Pool,9/26/2023,8.7,2.019,0.231,0.529,1,3.2,0.775,0,0.0,0.000,0,0.0,0.000,1,5.5,1.244,1,3.11
153,9,A,A,Spatial,9,Pool,9/26/2023,59.0,17.319,0.293,0.076,4,12.8,3.979,3,12.3,3.682,4,23.0,5.660,4,10.9,3.998,1,45.45
154,9,A,A,Spatial,10,Pool,9/26/2023,19.7,5.466,0.278,0.144,3,9.5,2.279,1,1.4,0.430,1,2.0,0.709,3,6.8,2.048,1,9.94
155,10,A,A,Spatial,9,Pool,9/26/2023,60.0,15.365,0.256,0.071,4,24.0,5.865,4,15.9,4.248,3,12.4,3.147,3,7.7,2.106,0,
156,10,A,A,Spatial,10,Pool,9/26/2023,2.9,0.896,0.310,0.916,1,1.0,0.292,1,0.2,0.063,1,1.7,0.541,0,0.0,0.000,1,0.17
171,1,A,A,Spatial,11,Pool,9/26/2023,18.5,7.094,0.384,0.074,3,6.1,2.318,1,2.8,1.109,1,2.8,1.262,2,6.8,2.406,1,10.93
172,1,A,A,Spatial,12,Pool,9/26/2023,6.1,1.576,0.260,0.511,1,1.1,0.282,1,5.0,1.293,0,0.0,0.000,0,0.0,0.000,1,2.62
173,2,A,A,Spatial,11,Pool,9/26/2023,2.9,0.935,0.326,0.569,1,1.1,0.280,1,1.8,0.655,0,0.0,0.000,0,0.0,0.000,1,0.51
174,2,A,A,Spatial,12,Pool,9/26/2023,1.6,0.436,0.279,0.997,1,0.9,0.291,0,0.0,0.000,0,0.0,0.000,1,0.6,0.145,1,0.02
175,3,A,A,Spatial,11,Pool,9/26/2023,5.3,1.542,0.292,0.416,1,2.0,0.605,1,3.3,0.937,0,0.0,0.000,0,0.0,0.000,1,1.98
176,3,A,A,Spatial,12,Pool,9/26/2023,11.6,3.759,0.323,0.317,2,5.5,1.577,1,2.0,0.848,1,1.6,0.539,1,2.5,0.795,1,3.10
177,4,A,A,Spatial,11,Pool,9/26/2023,10.5,3.187,0.304,0.358,1,1.1,0.224,1,7.3,2.251,1,2.0,0.713,0,0.0,0.000,1,4.99
178,4,A,A,Spatial,12,Pool,9/26/2023,4.3,1.550,0.359,0.773,1,1.2,0.323,0,0.0,0.000,1,1.1,0.375,1,2.0,0.853,1,0.65
179,5,A,A,Spatial,11,Pool,9/26/2023,24.2,7.319,0.303,0.074,3,6.2,1.787,4,8.5,2.509,2,4.8,1.582,1,4.7,1.441,1,13.73
180,5,A,A,Spatial,12,Pool,9/26/2023,3.1,0.807,0.260,0.981,1,0.9,0.218,1,2.2,0.589,0,0.0,0.000,0,0.0,0.000,1,0.10
181,6,A,A,Spatial,11,Pool,9/26/2023,16.8,4.319,0.257,0.311,1,4.1,1.064,1,4.7,0.792,2,7.2,2.160,1,0.8,0.302,1,10.12
182,6,A,A,Spatial,12,Pool,9/26/2023,60.0,13.075,0.218,0.056,3,7.8,2.599,4,20.2,4.307,3,26.1,4.243,2,6.0,1.926,0,
183,7,A,A,Spatial,11,Pool,9/26/2023,7.5,2.606,0.345,0.302,1,0.9,0.236,1,0.8,0.300,1,2.8,0.980,1,3.0,1.089,1,4.60
184,7,A,A,Spatial,12,Pool,9/26/2023,8.4,2.261,0.269,0.474,1,6.1,1.484,0,0.0,0.000,1,1.9,0.603,1,0.4,0.175,1,1.04
185,8,A,A,Spatial,11,Pool,9/26/2023,16.2,3.583,0.221,0.312,1,2.4,0.509,1,2.9,0.695,1,6.8,1.232,1,4.1,1.146,1,10.71
186,8,A,A,Spatial,12,Pool,9/26/2023,8.9,1.863,0.210,0.376,1,1.3,0.334,1,7.5,1.529,0,0.0,0.000,0,0.0,0.000,1,4.49
187,9,A,A,Spatial,11,Pool,9/26/2023,51.8,16.739,0.323,0.058,5,9.6,3.146,5,9.2,3.273,4,19.9,6.065,4,13.1,4.255,1,37.80
188,9,A,A,Spatial,12,Pool,9/26/2023,46.6,13.085,0.281,0.033,5,23.1,5.703,1,3.6,1.273,2,5.7,1.859,5,14.1,4.251,1,24.83
189,10,A,A,Spatial,11,Pool,9/26/2023,60.0,16.280,0.271,0.085,5,19.6,4.942,4,17.6,4.883,4,15.4,3.719,4,7.5,2.735,0,
190,10,A,A,Spatial,12,Pool,9/26/2023,26.4,6.300,0.238,0.132,3,8.8,2.259,2,12.3,2.383,1,2.7,0.836,2,2.6,0.822,1,12.63
205,1,A,A,Spatial,13,Pool,9/27/2023,17.1,5.201,0.305,0.201,3,7.1,2.222,2,6.2,1.771,1,2.1,0.690,2,1.6,0.518,1,6.74
206,1,A,A,Spatial,14,Pool,9/27/2023,23.6,7.948,0.337,0.144,1,2.9,0.787,2,13.9,4.821,3,4.0,1.450,1,2.8,0.891,1,14.95
207,2,A,A,Spatial,13,Pool,9/27/2023,60.0,17.814,0.297,0.052,6,18.8,4.843,6,17.1,4.847,4,15.4,5.101,3,8.7,3.023,0,
208,2,A,A,Spatial,14,Pool,9/27/2023,29.3,6.789,0.231,0.091,4,21.5,4.477,3,4.7,1.383,0,0.0,0.000,1,3.1,0.929,1,9.44
209,3,A,A,Spatial,13,Pool,9/27/2023,10.0,3.373,0.337,0.075,3,6.5,2.164,1,1.2,0.457,0,0.0,0.000,1,2.3,0.753,1,3.07
210,3,A,A,Spatial,14,Pool,9/27/2023,9.2,2.653,0.288,0.165,2,5.4,1.587,1,3.8,1.066,0,0.0,0.000,0,0.0,0.000,1,3.42
211,4,A,A,Spatial,13,Pool,9/27/2023,15.4,5.086,0.330,0.194,2,4.9,1.449,2,4.2,1.267,1,3.3,1.239,1,3.0,1.131,1,8.28
212,4,A,A,Spatial,14,Pool,9/27/2023,25.9,7.736,0.299,0.151,4,9.6,2.798,3,8.6,2.537,1,1.2,0.424,1,6.4,1.977,1,12.00
213,5,A,A,Spatial,13,Pool,9/27/2023,43.9,13.510,0.308,0.018,4,11.2,3.257,3,14.4,4.287,2,8.7,2.857,2,9.6,3.109,1,27.60
214,5,A,A,Spatial,14,Pool,9/27/2023,7.0,1.888,0.270,0.506,1,1.3,0.259,0,0.0,0.000,1,4.6,1.283,1,1.1,0.346,1,3.17
215,6,A,A,Spatial,13,Pool,9/27/2023,60.0,11.972,0.200,0.018,2,5.0,1.277,2,12.4,2.786,3,27.5,4.913,2,15.1,2.996,0,
216,6,A,A,Spatial,14,Pool,9/27/2023,60.0,12.249,0.204,0.138,2,8.1,2.042,2,13.5,2.914,3,25.7,4.556,4,12.7,2.737,0,
217,7,A,A,Spatial,13,Pool,9/27/2023,60.0,16.479,0.275,0.097,4,11.5,3.257,4,19.4,5.101,4,15.8,4.408,5,13.3,3.713,0,
218,7,A,A,Spatial,14,Pool,9/27/2023,7.2,2.009,0.279,0.620,1,3.2,0.678,1,0.5,0.188,1,3.4,1.142,0,0.0,0.000,1,1.14
219,8,A,A,Spatial,13,Pool,9/27/2023,3.7,0.626,0.167,0.887,1,3.7,0.626,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.43
220,8,A,A,Spatial,14,Pool,9/27/2023,23.8,6.380,0.268,0.092,4,6.2,1.722,2,8.8,2.438,1,0.1,0.052,2,8.7,2.168,1,10.38
221,9,A,A,Spatial,13,Pool,9/27/2023,53.1,15.344,0.289,0.028,6,24.3,6.221,3,9.5,2.934,2,7.6,2.500,4,11.7,3.689,1,28.27
222,9,A,A,Spatial,14,Pool,9/27/2023,13.4,3.488,0.260,0.341,1,7.5,1.619,1,4.1,1.314,1,1.8,0.555,0,0.0,0.000,1,4.64
223,10,A,A,Spatial,13,Pool,9/27/2023,4.9,1.484,0.304,0.725,1,1.1,0.312,0,0.0,0.000,0,0.0,0.000,1,3.8,1.172,1,1.18
224,10,A,A,Spatial,14,Pool,9/27/2023,4.8,1.728,0.360,0.695,1,0.8,0.256,0,0.0,0.000,1,1.4,0.456,1,2.5,1.015,1,1.78
239,1,A,A,Spatial,15,Pool,9/27/2023,60.0,17.320,0.289,0.069,5,25.8,6.691,5,17.6,5.152,3,8.5,3.001,2,8.1,2.477,0,
240,1,A,A,Spatial,16,Pool,9/27/2023,15.2,4.773,0.314,0.174,2,5.1,1.576,2,7.1,2.192,1,1.2,0.363,1,1.9,0.642,1,5.84
241,2,A,A,Spatial,15,Pool,9/27/2023,4.0,1.313,0.331,0.782,1,1.3,0.338,0,0.0,0.000,1,1.1,0.427,2,1.6,0.548,1,0.64
242,2,A,A,Spatial,16,Pool,9/27/2023,8.9,2.857,0.320,0.434,1,4.5,1.473,1,3.6,1.302,1,0.8,0.082,0,0.0,0.000,1,2.73
243,3,A,A,Spatial,15,Pool,9/27/2023,12.9,3.851,0.298,0.189,1,10.9,3.264,0,0.0,0.000,0,0.0,0.000,1,1.9,0.587,1,2.12
244,3,A,A,Spatial,16,Pool,9/27/2023,14.7,4.051,0.275,0.145,1,5.1,1.209,1,2.2,0.763,1,5.1,1.107,1,2.4,0.972,1,8.06
245,4,A,A,Spatial,15,Pool,9/27/2023,26.8,8.806,0.328,0.139,3,8.9,2.683,2,4.7,1.673,3,6.4,1.917,3,6.8,2.533,1,13.27
246,4,A,A,Spatial,16,Pool,9/27/2023,8.0,2.218,0.276,0.294,1,1.1,0.270,1,4.4,1.076,1,1.9,0.629,1,0.7,0.243,1,4.25
247,5,A,A,Spatial,15,Pool,9/27/2023,2.2,0.694,0.309,0.969,1,0.8,0.254,1,1.4,0.439,0,0.0,0.000,0,0.0,0.000,1,0.08
248,5,A,A,Spatial,16,Pool,9/27/2023,32.8,9.902,0.302,0.084,5,11.3,3.443,3,8.1,2.723,3,5.9,1.704,5,7.5,2.033,1,13.63
249,6,A,A,Spatial,15,Pool,9/27/2023,60.0,14.429,0.240,0.076,1,3.7,1.294,4,24.2,5.140,5,26.9,6.482,2,5.2,1.514,0,
250,6,A,A,Spatial,16,Pool,9/27/2023,30.1,8.773,0.292,0.059,3,9.9,2.677,2,10.9,3.380,1,4.0,1.261,2,5.3,1.455,1,17.85
251,7,A,A,Spatial,15,Pool,9/27/2023,22.4,6.514,0.291,0.154,3,10.3,2.909,1,1.6,0.579,1,1.7,0.513,3,8.7,2.513,1,7.91
252,7,A,A,Spatial,16,Pool,9/27/2023,9.7,2.772,0.285,0.381,2,1.6,0.329,0,0.0,0.000,1,2.6,0.732,2,5.5,1.712,1,3.15
253,8,A,A,Spatial,15,Pool,9/27/2023,17.0,4.799,0.283,0.271,2,4.8,1.160,2,6.1,2.009,2,4.7,1.311,1,1.3,0.319,1,6.60
254,8,A,A,Spatial,16,Pool,9/27/2023,14.0,3.861,0.275,0.170,2,6.0,1.630,2,4.6,1.330,1,2.1,0.593,1,1.3,0.308,1,6.82
